id,title,author,year,pages,categories,description,rating,ratings_count
288,Flying Lessons,Peggy Webb,2014,240,Fiction,"If this is Beth Holt Martin's life, she wants a refund. It's true. At fifty-three, all Beth's got is a sex-starved marriage to Howard the psychiatrist, an (almost) empty nest and a suitcase full of long-forgotten dreams of becoming...well, something more.",0.0,0
289,Where the Heart Leads,Stephanie Laurens,2009,498,Fiction,"New York Times bestselling author Stephanie Laurens knows the world of Regency London . . . especially the exclusive enclave of luxury in which the aristocracy lived in wealth and comfort. But outside that glittering circle lay another world . . . and Laurens pulls back the curtain that has hidden it from us—until now. Penelope Ashford, Portia Cynster's younger sister, has grown up with every advantage—wealth, position, and beauty. Yet Penelope is anything but a pretty face in a satin gown—forceful, willful, and blunt to a fault, she has for years devoted her considerable energy and intelligence to caring for the forgotten orphans of London's sooty and seamier streets. But now her charges are mysteriously disappearing. Desperate, Penelope turns to the one man she knows who might help her—Barnaby Adair. Handsome scion of a noble house, Adair has made a name for himself in certain circles where his powers of observation and deduction have seen him solve several serious and unsavory crimes within the ton. His pedigree, relentless intelligence, and discretion make him a deadly avenger in an elegant guise. Despite his skills—or perhaps because of them—he makes Penelope distinctly uncomfortable, but the stakes are too grave. Throwing caution to the wind, defying every rule for unmarried ladies, she appears on his doorstep late one night determined to recruit his talents. Barnaby is intrigued—both by her problem and her. Her bold beauty and undeniable brains make a striking contrast to the usual insipid ton misses. And as he's in dire need of an excuse to avoid said insipid misses, he accepts her challenge, never dreaming she and it will consume his every waking hour. Enlisting the aid of Inspector Basil Stokes of the fledgling Scotland Yard, they infiltrate the streets of London's notorious East End. But as they unravel the mystery of the missing orphans, they uncover a trail leading to the upper echelons of society and a ruthless and clever criminal adept at pulling strings who, becoming aware of them and their efforts, is only too ready to destroy all they hold dear, including their newfound understanding of the intrigues of the human heart.",0.0,0
290,Plotting To Win,Tara Chevrestt,2013,132,Fiction,"Reality TV has made stars of dancers, bachelors and singers. Now authors get a turn. In New York City, seven writers compete for a hundred thousand dollars, a publishing contract with Bright House, and the title of the next bestseller. One is Felicity James. One is Victor Guzman. Drama, plagiarism, and trash talk play out to enthralled audiences across the country as all seven contestants compete against each other in a range of heated challenges, with tensions reaching breaking point. As Felicity and Victor start up a show–mance, their relationship burns up the ratings. Will this sizzling fling escalate into a vicious battle for money and fame, or will these two authors manage to write their own happy ending?",0.0,0
291,Masterclass: Write a Bestseller,Jacq Burns,2014,260,Language Arts & Disciplines,"LEARN HOW TO WRITE A BOOK WHICH STANDS OUT FROM THE CROWD. There is no precise formula for writing a bestseller, but there are secrets, skills and techniques that will dramatically improve your odds of publishing a bestselling novel. Whatever your motivation - whether sick of rejections, getting ready to approach a publisher, or with an idea you think is unbeatable - you need to read this book before you do anything else. It gives you the key insights into what makes a bestseller and explains the trends and conventions of different genres, before helping you get a real handle on the writing (and revising) process. A third of the book is devoted to pitching and selling your novel both to traditional agents and as a self-published author, with incisive and cutting-edge insights into writing for Amazon and becoming an 'authorpreneur'. ABOUT THE SERIES The Teach Yourself Creative Writing series helps aspiring authors tell their story. Covering a range of genres from science fiction and romantic novels, to illustrated children's books and comedy, this series is packed with advice, exercises and tips for unlocking creativity and improving your writing. And because we know how daunting the blank page can be, we set up the Just Write online community at tyjustwrite, for budding authors and successful writers to connect and share.",0.0,0
292,Как написать электронную книгу-бестселлер,Антон Добровольский,2018,883,Education,"Написание книги похоже на марафон, путешествие по миру или другой долгосрочный проект, о котором люди любят поговорить, но при этом немногие серьезно берутся за его исполнение. Вы должны доказать, что знаете, как воплотить свои мечты в реальность, и вас не должны страшить тяжелая работа и борьба, как с обстоятельствами, так и с самим собой. Если вы уверены, что можете написать книгу, то что мешает вам завоевать остальной мир?",0.0,0
293,Литературный талант. Как написать бестселлер,Михаил Ахманов,2014,411,Language Arts & Disciplines,"Талант – незаменимый элемент творчества, требующий огранки опытом. Реально ли стать успешным писателем, не имея практических навыков? Да – если перенять опыт у старшего коллеги по перу Михаила Ахманова, автора более 50 фантастических и научно-популярных книг с суммарным тиражом свыше 2 млн экземпляров. Его книга – откровение профессионала, полное пособие, освещающее литературное дело от психологии творчества до практических приемов, включая выбор жанра, развитие персонажей, сюжет и фабулу, композицию, язык и стиль – на примере шедевров мировой литературы. Отдельно раскрыты секреты издательской кухни, в том числе требования к оригиналу, нюансы авторского права и стандартный договор. Дерзайте: творческий успех – в ваших руках!",0.0,0
294,The Nowhere Child (Free sampler): The bestselling debut psychological thriller you need to read now!,Christian White,2018,47,Fiction,"Finding her is just the start... A dark and gripping debut psychological thriller that won the 2017 Victorian Premier’s Literary Award, previously won by THE DRY and THE ROSIE PROJECT. ‘Nervy, soulful, genuinely surprising’ A. J. Finn, bestselling author THE WOMAN IN THE WINDOW",0.0,0
295,Wither's Legacy,John Passarella,2004,500,Fiction,"In WITHER and WITHER'S RAIN, Elizabeth Wither, the leader of a murderous coven of witches, terrorized the town of Windale with her evil magic. Only the courage and wits of teenage witch Wendy Ward could dispel Wither's wicked curse. After destroying Wither a second time, Wendy thought the ancient evil was defeated. She was wrong. As Elizabeth Wither took her dying breath, she cursed Wendy. In WITHER'S LEGACY, the curse awakens a demon that has one goal: destroy Wendy Ward. Now the young Wiccan must hone her supernatural gifts and, with her friends Kayla and Hannah, defeat Wither's black magic once more. But it won't be easy. Wendy has faced witches before in human form, but her new nemesis is a seven-foot-tall monster with razor-sharp fangs and a taste for human blood. The wendigo won't be satisfied until Wendy is dead.",0.0,0
296,Horror Zone,Ian Conrich,2010,324,Performing Arts,"Leading international writers in horror take horror out into the world beyond cinema screens to explore the interconnections between the films and modern media and entertainment industries, economies and production practices, cultural and political forums, spectators and fans.",0.0,0
297,Transactions on Computational Collective Intelligence III,Ngoc Thanh Nguyen,2011,223,Computers,"These Transactions publish research in computer-based methods of computational collective intelligence (CCI) and their applications in a wide range of fields such as the Semantic Web, social networks and multi-agent systems. TCCI strives to cover new methodological, theoretical and practical aspects of CCI understood as the form of intelligence that emerges from the collaboration and competition of many individuals (artificial and/or natural). The application of multiple computational intelligence technologies such as fuzzy systems, evolutionary computation, neural systems, consensus theory, etc., aims to support human and other collective intelligence and to create new forms of CCI in natural and/or artificial systems. This third issue contains a collection of 10 articles selected from high-quality submissions addressing advances in the foundations and applications of computational collective intelligence.",0.0,0
298,The Mammoth Book of Best New Horror,Stephen Jones,2005,630,"Horror tales, American",,0.0,0
299,"A Century of Horror, 1970-1979",David Drake,1997,354,Fiction,A collection of horror stories from around the world.,0.0,0
300,The Making of a Bestseller,Brian Hill,2005,278,Business & Economics,"For each of the 150,000 books published in 2002, there are dozens that are still hoping to see the light of day. Bowkers estimates less than 1% to successfully climbing the bestseller list. What separates the winners in the battle for bestseller status? Capitalizing on insight gained from interviews with industry experts and authors such as Steve Riggio, Jack Canfield, Spencer Johnson, and more this book takes a comprehensive look at the publishing process from start to finish and, ultimately, what separates a bestselling book from all the other books published each year. Authors and would-be authors all have a curiosity about ""how the other guy does it""- and this book takes it one step farther by describing what goes into making a bestseller. This book is for authors and would-be-authors and individuals in the publishing industry.",0.0,0
301,Braille Books,Library of Congress. National Library Service for the Blind and Physically Handicapped,2007,232,Blind,,0.0,0
302,The Writer's Market,Kathryn Struckel Brogan,2003,1130,Authorship,,0.0,0
303,2002 Writer's Market the Internet Edition,Kirsten Holm,2001,1132,Computers,"Provides writers with online access to up-to-date market information, including contact and submission details, editorial requirements, interviews with successful authors, and guidelines for freelancers.",0.0,0
304,Prizing Children's Literature,Kenneth B. Kidd,2016,263,Literary Criticism,"Children's book awards have mushroomed since the early twentieth-century and especially since the 1960s, when literary prizing became a favored strategy for both commercial promotion and canon-making. There are over 300 awards for English-language titles alone, but despite the profound impact of children’s book awards, scholars have paid relatively little attention to them. This book is the first scholarly volume devoted to the analysis of Anglophone children's book awards in historical and cultural context. With attention to both political and aesthetic concerns, the book offers original and diverse scholarship on prizing practices and their consequences in Australia, Canada, and especially the United States. Contributors offer both case studies of particular awards and analysis of broader trends in literary evaluation and elevation, drawing on theoretical work on canonization and cultural capital. Sections interrogate the complex and often unconscious ideological work of prizing, the ongoing tension between formalist awards and so-called identity-based awards — all the more urgent in light of the ""We Need Diverse Books"" campaign — the ever-morphing forms and parameters of prizing, and scholarly practices of prizing. Among the many awards discussed are the Pura Belpré Medal, the Inky Awards, the Canada Governor General Literary Award, the Printz Award, the Best Animated Feature Oscar, the Phoenix Award, and the John Newbery Medal, giving due attention to prizes for fiction as well as for non-fiction, poetry, and film. This volume will interest scholars in literary and cultural studies, social history, book history, sociology, education, library and information science, and anyone concerned with children's literature.",0.0,0
305,Children's Writers' & Artists' Yearbook 2018,Bloomsbury Publishing,2017,862,Reference,"The annual, bestselling guide to all aspects of the media and how to write and illustrate for children and young adults. Acknowledged by the media industries and authors as the essential guide to how to get published. The 70+ articles are updated and added to each year. Together they provide invaluable guidance on subjects such as series fiction, writing historical or funny books, preparing an illustration portfolio, managing your finances, interpreting publishers' contracts, self-publishing your work. Foreword by Sally Green, author of the award-winning YA fantasy trilogy: Half Bad (2014), Half Wild (2015) and Half Lost (2016). NEW articles for the 2018 edition on: - Writing for reluctant readers by Jon Mayhew - Writing for teenagers by Holly Smale - Choosing the right agent by Gill McLay or the Bath Literary Agency - Plotting: getting started with your YA novel by Sarah Mussi - Writing adventures in the real world: children's non-fiction by Isabel Thomas All of the 2,000 listings of who to contact across the media have been reviewed and updated. The essential guide for any writer for children.",5.0,1
306,The New Literary Middlebrow,B. Driscoll,2014,209,Literary Criticism,"The middlebrow is a dominant cultural force in the twenty-first century. This book defines the new literary middlebrow through eight key features: middle class, feminized, reverential, commercial, emotional, recreational, earnest and mediated. Case studies include Oprah's Book Club, the Man Booker Prize and the Harry Potter phenomenon.",0.0,0
307,"Internet Kids & Family Yellow Pages, 2001 Edition",Jean Amour Polly,2000,559,Computers,"This kid-safe, educational, and fun Internet directory is a time-saving treasure chest of descriptions of more than 3,000 hand-picked Websites.",5.0,4
308,Children's Writer's and Illustrator's Market '98,Alice P. Buening,1998,408,Juvenile Nonfiction,"It's history with the nasty bits left in! Want to know: \* how to be very rude...without anybody knowing? \* some murky Medieval jokes? \* what to say if someone calls you mundungus, hackum or Jabbernowl? Get your revenge with some really wicked words - even English teachers will be speechless!",0.0,0
309,Whistle,Linwood Barclay,2025,474,Fiction,'Terrific' STEPHEN KING,0.0,0
310,Pilbara,Judy Nunn,2025,416,Fiction,"A stunning tale of loyalty and survival from a master storyteller ... In this ancient, harsh place, faint hearts will not last. The Pilbara, late 1800s: Frontier country, the wild west of Australia - a lawless, violent place where treachery is a way of life. Widower Charles Burton arrives in this forbidding corner of the world with his three young children. They've travelled half the globe, from the lush rolling hills and dales of Yorkshire, on a mission to save their family's sheep and cattle property. Rebuilding the fortunes of Burton Station will ask everything of Charles and his children, particularly daughter Victoria, who will at times threaten to bring about their downfall. Here in the oldest landscape on earth, survival has always proved a battle. And when greed takes over, the battle only intensifies. Aboriginal people are robbed of their lands and their very way of life as every new arrival fights for the riches on offer - the grazing territory, the pearls and the gold. Amid all this brutality, the Burtons and their allies must fight to conquer the savagery that surrounds them. From Yorkshire to Cossack in Western Australia, and London to Tahiti in French Polynesia, Pilbara is the tale of a family on a mission to restore the honour of its name.",0.0,0
311,This Is a Call: The Fully Updated and Revised Bestselling Biography of Dave Grohl,Paul Brannigan,2011,420,Biography & Autobiography,‘Someone called and said Kurt died. I just f*****g lost it.’,3.0,2
312,Discover Educational Toys for Children,Hilary Werdel,1998,212,Education,This book supplies all the information you need to find quality educational products for children.,0.0,0
313,Fair Barbarian,Frances Hodgson Burnett,1880,296,Fiction,"Distributed by the University of Nebraska Press for the University of Idaho Press Octavia Bassett, a beautiful young heiress from Bloody Gulch, Nevada, unexpectedly descends upon her aunt in the sleepy village of Slowbridge, England. As a young woman raised haphazardly by her father in the Wild West of the 1870s, she finds their customs unnecessarily fastidious and difficult to understand.",0.0,0
314,The Bear Essentials,Stan Berenstain,2005,146,Juvenile Nonfiction,"Incorporating humor with practical advice and commonsense wisdom, the creators of the Berenstain Bears series offer parents a helpful guide to bringing up healthy, happy, and responsible children in today's complex world, covering everything from self-esteem and foul language to obesity and good eating habits.",0.0,0
315,The Best Seller!,Ron Willingham,1984,196,Business & Economics,,0.0,0
316,Newsmakers Sub Cumulation,Newsmakers,2003,716,Biography,,0.0,0
317,Young Adult Markets,Harrison Stewart,2025,172,Education,"""""Young Adult Markets"""" offers a comprehensive analysis of the rapidly expanding young adult (YA) fiction market, a significant force in both the publishing industry and educational sector. This book explores the remarkable growth of YA fiction, the expanding readership demographic, and the complex market dynamics that shape publishing strategies. The rise of the YA genre reveals a shift in how young people engage with literature, influencing literacy and cultural representation. The book traces the evolution of YA fiction from problem novels to today's diverse landscape, highlighting its undeniable economic power through sales data from educational institutions, publishing houses, and market research firms. The text approaches this topic by introducing core concepts, analyzing growth, readership, and market dynamics, and illustrating practical applications for educators, publishers, and authors. Educators can leverage YA literature to promote literacy, while publishers can better cater to this influential market. Structured in four parts, """"Young Adult Markets"""" provides a holistic view, combining quantitative data with qualitative insights. By bridging the gap between literary analysis and market trends, this book offers a practical guide for anyone interested in understanding the forces shaping the future of reading and publishing, making it invaluable for educators, publishing professionals, and students alike.",0.0,0
318,Sexual Content in Young Adult Literature,Bryan Gillis,2015,195,Juvenile Nonfiction,"Though discussing sexual material in novels aimed at the young adult market may make some individuals blush, the authors of such fiction often seek to represent a very real component in the lives of many teens. Unfortunately, authentic and teen-relatable information on healthy adolescent sexuality is not readily available, and sex education classes have had a minimal effect on positive sexual identity development. Consequently, young adult literature that contains sexual elements can play a critical role in addressing the questions and concerns of teens. In Sexual Content in Young Adult Fiction: Reading between the Sheets, Bryan Gillis and Joanna Simpson examine sexual material in canonical, historical, dystopian, romantic, and realistic contemporary fiction for teens. The authors begin with an exploration of sexual identity development and discuss the constructive influence that realistic representations of teen sexual behavior can have on that development. The authors provide a myriad of texts and examples that will help parents, teachers, and librarians better understand the positive role that sexual content in YA fiction can play in the socio-emotional and academic development of adolescents. The book concludes with an overview and analysis of censorship in the world of young adult fiction. In addition to providing a survey of sexual content in young adult literature, this book can help inspire adults to facilitate effective and responsible discussions about young adult fiction that contains sexual material. Featuring a ""novels cited"" and ""works cited"" bibliography, Sexual Content in Young Adult Fiction is an important resource that parents and educators will find particularly valuable.",0.0,0
319,Save the Cat! Writes a Young Adult Novel,Jessica Brody,2023,433,Language Arts & Disciplines,"An indispensable guide in the bestselling Save the Cat! story structure series that reveals the 15 essential plot points needed to make any young adult novel a success, from an accomplished novelist and the author of Save the Cat! Writes a Novel. In Save the Cat! Writes a Young Adult Novel, prolific author and story coach Jessica Brody presents a comprehensive story structure guide for anyone who wants to write a young adult novel by applying the famed Save the Cat! screenwriting methodology to the world of YA fiction. In this book, you will learn: • The fifteen “beats” (or plot points) that are necessary for crafting a successful story with a compelling character arc—including the Opening Image, Catalyst, Fun and Games, Bad Guys Close In, Dark Night of the Soul, and Finale • The ten universal story genres that will help you drill into what makes your type of story work, including those most commonly found in young adult novels like Rites of Passage, Superhero, Buddy Love, Institutionalized, and Golden Fleece • Quirky, original insights and writing tips like “Save the Cat,” the “Shard of Glass,” and the “Dark Night Epiphany,” that help you craft a story that will thrill and captivate teen readers Filled with practical advice, easy-to-follow templates, and “beat sheets” analyzing the structure of popular young adult novels such as Leigh Bardugo’s Six of Crows, John Green’s The Fault in Our Stars, and Lois Lowry’s The Giver, this book is the ultimate reference for anyone who’s ever dreamed of writing their own young adult bestseller.",0.0,0
320,Critical Foundations in Young Adult Literature,Antero Garcia,2013,156,Education,"Young Adult literature, from The Outsiders to Harry Potter, has helped shape the cultural landscape for adolescents perhaps more than any other form of consumable media in the twentieth and twenty-first century. With the rise of mega blockbuster films based on these books in recent years, the young adult genre is being co-opted by curious adult readers and by Hollywood producers. However, while the genre may be getting more readers than ever before, Young Adult literature remains exclusionary and problematic: few titles feature historically marginalized individuals, the books present heteronormative perspectives, and gender stereotypes continue to persist. Taking a critical approach, Young Adult Literature: Challenging Genres offers educators, youth librarians, and students a set of strategies for unpacking, challenging, and transforming the assumptions of some of the genre's most popular titles. Pushing the genre forward, Antero Garcia builds on his experiences as a former high school teacher to offer strategies for integrating Young Adult literature in a contemporary critical pedagogy through the use of participatory media.",0.0,0
321,Children's and Young Adult Literature and Culture,Amie A. Doughty,2016,294,Literary Criticism,"This collection of essays explores a wealth of topics in children’s and young adult literature and culture. Contributions about picture-books include analyses of variants of the folktale “The Little Red Hen” and bullying. Race and gender are explored in essays about picture-books featuring children as consumable objects, about books focused on African American female athletes, and about young adult dystopian fiction. Gender itself is further explored in articles about Monster High, Joyce Carol Oates’s Beasts, and The Hunger Games and Divergent. Essays about fantasy literature include an exploration of environmentalism in Rick Riordan’s The Heroes of Olympus, a discussion of Severus Snape as a Judas figure, an explication of Chapter 5 of The Hobbit, and an analysis of ghosts and nationalism in Eva Ibbotson’s The Haunting of Granite Falls. An essay about Horrible Histories explores television, genre, and the way history is coded. Other contributions explore how teaching literature to reluctant readers can be effective through multimodal texts and how Harry Potter has played a role in the popularity of young adult literature for adult readers.",0.0,0
322,Must Read: Rediscovering American Bestsellers,Sarah Churchwell,2012,386,Literary Criticism,"A unique survey and interpretive history, spanning 200 years, of the American bestseller.",0.0,0
323,DC Graphic Novels for Young Adults Sneak Previews: Teen Titans: Raven (2020-) #1,Kami Garcia,2020,16,Comics & Graphic Novels,"When a tragic accident takes the life of seventeen-year-old Raven Roth's foster mom--and Raven's memory--she moves to New Orleans to live with her foster mother's family and finish her senior year of high school. Starting over isn't easy. Raven remembers how to solve math equations and make pasta, but she can't remember her favorite song or who she was before the accident. When strange things start happening--impossible things--Raven starts to think it might be better not to know who she was in her previous life. But as she grows closer to her foster sister, Max, her new friends, and Tommy Torres, a guy who accepts her for who she is now, Raven has to decide if she's ready to face what's buried in the past...and the darkness building inside her. From the #1 New York Times bestselling co-author of Beautiful Creatures Kami Garcia, and artist Gabriel Picolo, comes this first graphic novel in the Teen Titans series for DC Ink, Teen Titans: Raven.When a tragic accident takes the life of seventeen-year-old Raven Roth's foster mom--and Raven's memory--she moves to New Orleans to live with her foster mother's family and finish her senior year of high school. Starting over isn't easy. Raven remembers how to solve math equations and make pasta, but she can't remember her favorite song or who she was before the accident. When strange things start happening--impossible things--Raven starts to think it might be better not to know who she was in her previous life. But as she grows closer to her foster sister, Max, her new friends, and Tommy Torres, a guy who accepts her for who she is now, Raven has to decide if she's ready to face what's buried in the past...and the darkness building inside her. From the #1 New York Times bestselling co-author of Beautiful Creatures Kami Garcia, and artist Gabriel Picolo, comes this first graphic novel in the Teen Titans series for DC Ink, Teen Titans: Raven.",0.0,0
324,Authors and Artists for Young Adults,Kevin Hile,1993,264,Art,"With Authors & Artists for Young Adults teens have a source where they can discover fascinating and entertaining facts about the writers, artists, film directors, graphic novelists, and other creative personalities that most interest them. International in scope, each volume contains 20-25 entries offering personal behind-the-scenes information, portraits, movie stills, bibliographies, a cumulative index and more.For table of contents or other volume specific information see the entry for the volume.While Gale strives to replicate print content, some content may not be available due to rights restrictions.Call your Sales Rep for details.",0.0,0
325,Two Pioneers of Young Adult Library Services,Patricia J. Campbell,1998,104,Biography & Autobiography,"An important and interesting work for academics and professionals in YA librarianship, this book presents a coherent look at the past, present, and future of the field.",0.0,0
326,Literature for Today's Young Adults,Kenneth L. Donelson,1997,520,Juvenile Nonfiction,"With 140 fewer pages than the fourth edition, the fifth obviously has been tightened; it's partly in the format, with narrower margins and less white space. Otherwise, some text has been rephrased or rearranged and topics (for example, adolescent psychology) given shorter shrift. Coverage of Holocaust literature has been expanded, and discussion of problem novels improved. Sports books have been dumped in with humor, movies, and other stuff, including humorous poetry, which, it seems, the authors feel is the only kind teens read for pleasure; other types of poetry as well as short stories and drama are relegated to the English classroom, coverage of which has been enlarged. The chapter on sf and fantasy is good on historical aspects but weak on today's writers. A short list of Internet listserves and Web sites has been incorporated as part of using YA literature in the library. Once again, updating of appendixes seems spotty. Nevertheless, this is useful as a resource for youth librarians and a tool for teaching YA literature. Sally Estes.",0.0,0
327,Harper's Magazine,Lee Foster Hartman,1991,1028,,,0.0,0
328,Young Adult Literature,Katherine Toth Bucher,2010,412,Education,"Contemporary and practice, this edition remains comprehensive enough to ensure that teachers understand today's adolescents and the literature that engages them, while still remaining brief enough to give teachers the opportunity to read the books discussed.",0.0,0
329,"Indigo Awakening (The Hunted, Book 1)",Jordan Dane,2013,187,Fiction,"Because of what you are, the Believers will hunt you down.",0.0,0
330,Young Adult Literature,Mary Elizabeth Gallagher,1988,186,Family & Relationships,,0.0,0
331,The Strength of the Inconspicuous,Christine Jenkins,1995,430,Librarians,,0.0,0
332,Children's Writer's and Illustrator's Market 1994,Christine Martin,1994,392,Language Arts & Disciplines,"This annual brings together the two key aspects of children's (from pre-schoolers through teenagers) publishing--the writing and the illustrating--in one handy volume of markets, including book publishers, magazines, audio-visual and audiotape markets and scriptwriting markets.",0.0,0
333,Бунтари. Биографии 8 необычных топ-менеджеров и их феноменальные истории успеха,Уильям Торндайк,2025,286,Biography & Autobiography,"Они никогда не играют по правилам. Всегда бросают вызов системе. И идут вперед вопреки мнению других.Это бунтари, чье многомиллионное состояние увеличивается год от года благодаря экстраординарным методам управления.В этой книге Уильям Торндайк препарирует успех менеджеров-хулиганов, которые дают индульгенцию на любые бизнес-решения. Компании под управлением этих людей увеличили доходность в 20 раз по индексу S&P 500.Благодаря «Бунтарям» вы узнаете:– методы, которые помогли этим лидерам достичь столь исключительных результатов;– как определить долгосрочную стоимость компании;– способы управления сотрудниками для повышения доходности компании;– модель мышления успешных «управленцев».В формате PDF A4 сохранён издательский дизайн.",0.0,0
334,Лучшие известия из биографии Ибн Теймийи, Умар Али аль-Баззар,0,44,Religion,"Краткая биография Шейх аль-Ислама Ибн Теймийи. Автор ученый современник Ибн Теймийи, Хафиз Умар ибн Али аль-Баззар.",0.0,0
335,С белых яблонь дым. Лучшие стихи и биография,Сергей Есенин,2017,322,Biography & Autobiography,"В эссе 1925 года «О себе» Сергей Есенин указал несколько дат и встреч, а в конце подытожил: «Что касается остальных автобиографических сведений, они в моих стихах». Ни революция, ни женщины, ни важные встречи, ни даже самоубийство поэта не раскроют до конца того щемящего чувства, которое дарит его бесконечно нежная и проникновенная поэзия.",0.0,0
336,"Биография, письма и замѣтки из записной книжки Ф.М. Достоевскаго",Dostoevskij,1883,426,,,0.0,0
337,Материалы для биографии Гоголя,Владимир Иванович Шенрок,1893,430,,,0.0,0
338,Биографии и характеристики,Константин Николаевич Бестужев-Рюмин,1882,372,,,0.0,0
339,История русской литературы в очерках и биографиях,Petr Polevoĭ,1874,794,Russian literature,,0.0,0
340,Опыт полной биографии А.А. Иванова,Aleksej Petrovič Novickij,1895,284,Painters,,0.0,0
341,Материалы для биографии Н.А. Добролюбова,Nikolaĭ Aleksandrovich Dobroli︠u︡bov,1890,696,,,0.0,0
342,Биография Федора Ивановича Тютчева,Ivan Sergeevich Aksakov,1886,348,,,0.0,0
343,Биография Федора Ивановича Тютчева,Иван Сергеевич Аксаков,1886,344,,,0.0,0
344,"Сочинения Ивана Саввича Никитина с его портретом, fac-simile и биографией составленной редактором издания М.Ф. де-Пуле",Иван Саввич Никитин,1889,414,,,0.0,0
345,Биография Петра I Великаго,Михаил Васильевич Овчинников,1876,92,,,5.0,1
346,Cassette Books,Library of Congress. National Library Service for the Blind and Physically Handicapped,1988,400,Talking books,,0.0,0
347,История русской литературы в очерках и биографиях,Петр Николаевич Полевой,1878,650,,,0.0,0
348,"Ишрак. Ежегодник исламской философии No2, 2011 / Ishraq. Islamic Philosophy Yearbook No2, 2011",Коллектив авторов,2014,722,Philosophy,"Второй выпуск ежегодника исламской философии «Ишрак» («Озарение») содержит более 30 статей на русском, английском и французском языках, посвященных широкому спектру актуальных проблем исламской философской мысли и принадлежащих перу ведущих отечественных и зарубежных специалистов.The second issue of the yearbook of Islamic philosophy «Ishraq» («Illumination») contains more than thirty articles in Russian, English and French, devoted to a wide range of issues, current in Islamic philosophical thought, written by the leading Russian and foreign experts in the field.",0.0,0
349,"Ишрак. Ежегодник исламской философии No5, 2014 / Ishraq. Islamic Philosophy Yearbook No5, 2014",Коллектив авторов,2017,490,Religion,"Пятый выпуск ежегодника исламской философии «Ишрак» («Озарение») содержит около 30 статей на русском, английском и французском языках, посвященных широкому спектру актуальных проблем исламской философской мысли и принадлежащих перу ведущих отечественных и зарубежных специалистов.The fifth issue of the yearbook of Islamic philosophy “Ishraq” (“Illumination”) contains some fhirty articles in Russian, English and French, devoted to a wide range of issues, current in Islamic philosophical thought, written by the leading Russian and foreign experts in the field.",0.0,0
350,"Ишрак. Ежегодник исламской философии No7, 2016 / Ishraq. Islamic Philosophy Yearbook No7, 2016",Коллектив авторов,2018,369,Religion,"Седьмой выпуск ежегодника исламской философии «Ишрак („Озарение“) содержит более 20 статей на русском, английском и французском языках, посвященных широкому спектру актуальных проблем исламской философской мысли и принадлежащих перу ведущих российских и зарубежных специалистов. Для специалистов в области исламской философии и религиоведения.The seventh issue of the Islamic Philosophy Yearbook “Ishraq” contains more than twenty articles in Rusian, English and French, dealing with a wide range of issues current in the Islamic",0.0,0
351,Philosophy of Language,William G. Lycan,2000,264,Language Arts & Disciplines,"Philosophy of Languageintroduces the non-specialist to the main issues and theories in twentieth-century philosophy of language, focusing specifically on linguistic phenomena. Part I explores several theories of how proper names, descriptions, and other terms bear a referential relation to non-linguistic objects. Part II surveys competing theories of linguistic meaning and compares their various advantages and liabilities. Part III introduces the basic concepts of linguistic pragmatics, includes a detailed discussion of the problems of indirect force, and Part IV examines linguistic theories of metaphor.",0.0,0
352,200 Words to Help You Talk about Philosophy,Anja Steinbauer,2022,130,Philosophy,"Have you have ever felt at a disadvantage when joining in a conversation on a subject that you aren't confident about? If yes, this new book series is for you. Each book features definitions of two hundred words frequently used to describe and discuss a smart subject. 200 Words to Help You Talk About Philosophy is designed to demystify jargon-based philosophic language and make you at ease holding a conversation on the topic. Philosophy can be baffling, as well as fascinating, to the best of us. Let Anja Steinbauer guide you through doubt, dialectic, Dao, and much more. The book is written with digestible text enabling a quick and easy understanding of various topics while broadening your philosophical vocabulary. 200 Words to Help You Talk About Philosophy is one of two new titles beginning a series of smart subjects, also including art, psychology, and music.",0.0,0
353,Introduction to Philosophy,George Trumbull Ladd,1898,450,Philosophy,,0.0,0
354,Ancient Philosophy,Daniel W. Graham,2020,218,Philosophy,"A comprehensive yet accessible survey of ancient philosophy, covering Greek, Roman, and early Judeo-Christian philosophy, ideal for introductory courses in the ancient roots of modern worldviews Part of the popular Fundamentals of Philosophy series, Ancient Philosophy is an ideal resource for beginning students as well as for advanced students wishing to hone their understanding of the philosophies of the ancient world. Clear and engaging, this book covers a representative selection of major ancient thinkers, movements, and schools of thought, including the Sophists and other significant Presocratics, Socrates, Plato, Aristotle, Hellenistic philosophy, the Stoics, the Skeptics, and early Judeo-Christian philosophy up to Augustine. Written by a prominent scholar and author in ancient philosophy studies, this book: Provides an overview of important issues in the study of the philosophies of the ancient world Explores the relevance of the theories of ancient thinkers to the modern world Charts the progression in the ancient world from worldviews based in mythology to systems of thought based on the analysis of evidence Presents up-to-date scholarship as well as historical material from ancient sources Assumes no prior knowledge of philosophy and examines all arguments carefully and sequentially",0.0,0
